iter	Logloss
0	0.5093472432
1	0.3810664018
2	0.2986372067
3	0.2332272805
4	0.181440824
5	0.142141188
6	0.1103457756
7	0.08573066562
8	0.06738398145
9	0.05027817452
10	0.03828042326
11	0.03296814242
12	0.02583920229
13	0.02067391271
14	0.01773737094
15	0.0148582812
16	0.01310725759
17	0.01100320772
18	0.009345109161
19	0.008206504496
20	0.007651901203
21	0.007017594111
22	0.00650020407
23	0.005803026153
24	0.005129356928
25	0.004846969882
26	0.004469619671
27	0.004109275354
28	0.003753172243
29	0.003595883682
30	0.003470947475
31	0.003292962773
32	0.003162055746
33	0.00300786379
34	0.002905257455
35	0.00281119781
36	0.002664218552
37	0.00250682073
38	0.002357485831
39	0.002300655312
40	0.002231944779
41	0.002131510755
42	0.002112948655
43	0.00207027138
44	0.002011504077
45	0.001959930969
46	0.001949461411
47	0.001926199855
48	0.001875113984
49	0.001861552974
50	0.001787889125
51	0.001764993849
52	0.001719728407
53	0.001663677522
54	0.001598776316
55	0.001598769069
56	0.001572331637
57	0.001549593194
58	0.001510872
59	0.001492764082
60	0.00147089539
61	0.001462107094
62	0.001411042137
63	0.001352255382
64	0.00133683168
65	0.001308989722
66	0.001304904442
67	0.001296791822
68	0.001279557335
69	0.001245383147
70	0.001237383979
71	0.001207186154
72	0.001155583307
73	0.001107064626
74	0.001098680665
75	0.001078611078
76	0.00105243124
77	0.001019853767
78	0.0009846095009
79	0.0009608257597
80	0.00095248573
81	0.0009524884902
82	0.0009524874345
83	0.0009228870336
84	0.0009106195948
85	0.0008954555745
86	0.0008784371515
87	0.0008283784443
88	0.0008106380597
89	0.000787901623
90	0.0007649079753
91	0.0007648940645
92	0.0007649046378
93	0.0007538717164
94	0.0007210939155
95	0.0007096251015
96	0.000693629015
97	0.000693629015
98	0.0006936296473
99	0.0006808526254
100	0.0006808526254
101	0.0006808516521
102	0.0006808516521
103	0.0006808427504
104	0.000680850602
105	0.0006654715947
106	0.0006552374075
107	0.0006446979527
108	0.000627654296
109	0.0006276552802
110	0.0006276552802
111	0.0006184264277
112	0.0006184247177
113	0.0006184234256
114	0.0006074037691
115	0.0005882684502
116	0.000588260791
117	0.000588260791
118	0.0005882596803
119	0.0005627785149
120	0.0005627803513
121	0.0005627677766
122	0.0005627669794
123	0.0005627629656
124	0.0005627628171
125	0.0005627107002
126	0.0005627107002
127	0.000562712707
128	0.000562712707
129	0.0005627106342
130	0.0005626976471
131	0.0005626920718
132	0.0005627019523
133	0.0005626886244
134	0.0005626886244
135	0.0005470908595
136	0.0005270413257
137	0.0005270159234
138	0.000527000726
139	0.000527000726
140	0.0005135132578
141	0.0005135187671
142	0.0005135057086
143	0.0005135057086
144	0.0005135057086
145	0.0005135034598
146	0.0005135036412
147	0.0005135036412
148	0.0005134998529
149	0.0005134970817
150	0.0005134921772
151	0.0005134934418
152	0.0005134934418
153	0.0005134887187
154	0.0005134885043
155	0.0005135003714
156	0.0005134803135
157	0.0005134873843
158	0.0005134807259
159	0.0005134348918
160	0.0005134314443
161	0.0005134284752
162	0.0005134023802
163	0.000513363276
164	0.0005133506629
165	0.000513340359
166	0.000513340359
167	0.0005133268661
168	0.0005133021456
169	0.000513300947
170	0.0004997046274
171	0.0004996970782
172	0.0004996947909
173	0.0004996936802
174	0.0004996803193
175	0.0004996728965
176	0.0004996728965
177	0.0004996700814
178	0.0004996544183
179	0.0004996670243
180	0.0004996670243
181	0.0004996670243
182	0.0004996571713
183	0.000499658249
184	0.0004996547922
185	0.0004996463523
186	0.0004996297473
187	0.0004996297473
188	0.0004996297473
189	0.000499637291
190	0.0004996318752
191	0.0004996341075
192	0.0004996164414
193	0.0004996164414
194	0.0004996035423
195	0.0004996035423
196	0.0004996003313
197	0.0004995960261
198	0.0004995881195
199	0.0004995881195
200	0.0004995805043
201	0.0004995805043
202	0.0004995777441
203	0.0004995808947
204	0.0004995753194
205	0.0004995657193
206	0.0004995475473
207	0.0004995333781
208	0.0004995188515
209	0.0004995240584
210	0.0004995240584
211	0.000499520666
212	0.0004995168666
213	0.0004995230852
214	0.000499519044
215	0.000499519044
216	0.0004995157999
217	0.0004995079318
218	0.0004995079318
219	0.0004995167951
220	0.0004995092019
221	0.0004995095593
222	0.0004995052706
223	0.0004995052706
224	0.0004880313292
225	0.0004880082472
226	0.000488003843
227	0.0004880034526
228	0.0004880003901
229	0.0004879956505
230	0.000487995766
231	0.000487987634
232	0.0004879997303
233	0.0004879820202
234	0.0004879903391
235	0.0004879903391
236	0.0004879910594
237	0.0004879910594
238	0.0004879910594
239	0.000487979117
240	0.0004879802387
241	0.0004879869632
242	0.0004879869632
243	0.0004879844614
244	0.0004879723926
245	0.0004879698194
246	0.0004879642386
247	0.0004879620887
248	0.0004879620887
249	0.0004879624626
250	0.0004879624626
251	0.0004879624626
252	0.0004879686867
253	0.0004879628475
254	0.0004879604172
255	0.0004879604172
256	0.0004879654262
257	0.0004879505587
258	0.0004879516859
259	0.0004879574096
260	0.0004879464954
261	0.0004879510591
262	0.0004879369064
263	0.0004879404088
264	0.0004879404088
265	0.000487938116
266	0.00048792972
267	0.00048792972
268	0.00048792972
269	0.00048792972
270	0.0004879258217
271	0.0004879317379
272	0.0004879293681
273	0.0004879293681
274	0.0004879197846
275	0.0004879241392
276	0.0004879216815
277	0.0004879216815
278	0.0004879117955
279	0.0004879117955
280	0.0004879151605
281	0.0004879151605
282	0.000487906957
283	0.0004879070064
284	0.0004879127137
285	0.000487901805
286	0.000487901805
287	0.0004879066051
288	0.0004879066051
289	0.0004878954819
290	0.0004878970545
291	0.0004879000621
292	0.0004879000621
293	0.0004879044112
294	0.0004879044112
295	0.0004878986435
296	0.0004878964716
297	0.0004878937775
298	0.0004878974998
299	0.0004878974998
300	0.0004878887685
301	0.0004878887685
302	0.0004878975493
303	0.0004878814502
304	0.0004878814502
305	0.0004878801471
306	0.0004878893293
307	0.0004878670501
308	0.0004878628329
309	0.0004878646583
310	0.0004878587641
311	0.0004878512589
312	0.0004878634707
313	0.0004878439516
314	0.0004878439516
315	0.0004878439516
316	0.0004878531778
317	0.0004878531998
318	0.0004878531998
319	0.0004878561854
320	0.0004878561854
321	0.0004878561854
322	0.0004878445234
323	0.0004878429289
324	0.000487846052
325	0.0004878432203
326	0.0004878432203
327	0.0004878371886
328	0.0004878371886
329	0.0004878303102
330	0.0004878398773
331	0.0004878398773
332	0.0004878322347
333	0.0004878322347
334	0.0004878322347
335	0.0004878322347
336	0.0004878248009
337	0.0004878197534
338	0.0004878197534
339	0.0004878143871
340	0.000487819605
341	0.0004878007512
342	0.0004878032145
343	0.000487812875
344	0.0004878002179
345	0.0004877964845
346	0.0004877964845
347	0.0004877957962
348	0.0004877917495
349	0.0004877917495
350	0.0004877930691
351	0.0004877930691
352	0.0004878033619
353	0.0004878033619
354	0.0004878033619
355	0.0004878033619
356	0.0004877828916
357	0.0004877910347
358	0.0004877910347
359	0.0004877757218
360	0.0004877676668
361	0.0004877836064
362	0.0004877713781
363	0.0004877661877
364	0.0004877629162
365	0.0004877684129
366	0.0004877686988
367	0.000487769661
368	0.0004877728445
369	0.000487764707
370	0.0004877666149
371	0.0004877553708
372	0.0004877641736
373	0.0004877753682
374	0.0004877643221
375	0.0004877666204
376	0.0004877522863
377	0.0004877590327
378	0.0004877501749
379	0.0004877396236
380	0.0004877523357
381	0.0004877523357
382	0.0004877450834
383	0.000487738403
384	0.000487743412
385	0.0004877392992
386	0.0004877392992
387	0.0004877372043
388	0.000487741482
389	0.000487741482
390	0.0004877379411
391	0.0004877401459
392	0.000487728451
393	0.0004877233595
394	0.0004877336909
395	0.0004877235905
396	0.0004877235905
397	0.000487739915
398	0.0004877253939
399	0.0004877313486
400	0.0004877172564
401	0.0004877188894
402	0.0004877176468
403	0.0004877099271
404	0.0004877099271
405	0.0004877099271
406	0.0004877046047
407	0.000487711857
408	0.0004877045608
409	0.0004877045608
410	0.0004877035436
411	0.0004876926129
412	0.0004877049731
413	0.0004877049731
414	0.0004877049731
415	0.0004876899022
416	0.0004876899022
417	0.0004876899022
418	0.0004876837111
419	0.0004876837111
420	0.0004876837111
421	0.0004876837111
422	0.0004876837111
423	0.0004876837111
424	0.0004876837111
425	0.0004876783942
426	0.0004876783942
427	0.0004876783942
428	0.0004876783942
429	0.0004876739845
430	0.0004876739845
431	0.0004876739845
432	0.0004876739845
433	0.0004876739845
434	0.0004876739845
435	0.0004876739845
436	0.0004876739845
437	0.0004876739845
438	0.0004876739845
439	0.0004876739845
440	0.0004876739845
441	0.0004876739845
442	0.0004876739845
443	0.0004876739845
444	0.0004876739845
445	0.0004876739845
446	0.0004876739845
447	0.0004876739845
448	0.0004876739845
449	0.0004876739845
450	0.0004876739845
451	0.0004876739845
452	0.0004876739845
453	0.0004876739845
454	0.0004876739845
455	0.0004876739845
456	0.0004876739845
457	0.0004876739845
458	0.0004876739845
459	0.0004876739845
460	0.0004876739845
461	0.0004876739845
462	0.0004876739845
463	0.0004876739845
464	0.0004876739845
465	0.0004876739845
466	0.0004876739845
467	0.0004876739845
468	0.0004876739845
469	0.0004876739845
470	0.0004876739845
471	0.0004876739845
472	0.0004876739845
473	0.0004876739845
474	0.0004876739845
475	0.0004876739845
476	0.0004876739845
477	0.0004876739845
478	0.0004876739845
479	0.0004876739845
480	0.0004876739845
481	0.0004876739845
482	0.0004876739845
483	0.0004876739845
484	0.0004876739845
485	0.0004876739845
486	0.0004876739845
487	0.0004876739845
488	0.0004876739845
489	0.0004876739845
490	0.0004876739845
491	0.0004876739845
492	0.0004876739845
493	0.0004876739845
494	0.0004876739845
495	0.0004876739845
496	0.0004876739845
497	0.0004876739845
498	0.0004876739845
499	0.0004876739845
500	0.0004876739845
501	0.0004876739845
502	0.0004876739845
503	0.0004876739845
504	0.0004876739845
505	0.0004876739845
506	0.0004876739845
507	0.0004876739845
508	0.0004876739845
509	0.0004876739845
510	0.0004876739845
511	0.0004876739845
512	0.0004876739845
513	0.0004876739845
514	0.0004876739845
515	0.0004876739845
516	0.0004876739845
517	0.0004876739845
518	0.0004876739845
519	0.0004876739845
520	0.0004876739845
521	0.0004876739845
522	0.0004876739845
523	0.0004876739845
524	0.0004876739845
525	0.0004876739845
526	0.0004876739845
527	0.0004876739845
528	0.0004876739845
529	0.0004876739845
530	0.0004876739845
531	0.0004876739845
532	0.0004876739845
533	0.0004876739845
534	0.0004876739845
535	0.0004876739845
536	0.0004876739845
537	0.0004876739845
538	0.0004876739845
539	0.0004876739845
540	0.0004876739845
541	0.0004876739845
542	0.0004876739845
543	0.0004876739845
544	0.0004876739845
545	0.0004876739845
546	0.0004876739845
547	0.0004876739845
548	0.0004876739845
549	0.0004876739845
550	0.0004876739845
551	0.0004876739845
552	0.0004876739845
553	0.0004876739845
554	0.0004876739845
555	0.0004876739845
556	0.0004876739845
557	0.0004876739845
558	0.0004876739845
559	0.0004876739845
560	0.0004876739845
561	0.0004876739845
562	0.0004876739845
563	0.0004876739845
564	0.0004876739845
565	0.0004876739845
566	0.0004876739845
567	0.0004876739845
568	0.0004876739845
569	0.0004876739845
570	0.0004876739845
571	0.0004876739845
572	0.0004876739845
573	0.0004876739845
574	0.0004876739845
575	0.0004876739845
576	0.0004876739845
577	0.0004876739845
578	0.0004876739845
579	0.0004876739845
580	0.0004876739845
581	0.0004876739845
582	0.0004876739845
583	0.0004876739845
584	0.0004876739845
585	0.0004876739845
586	0.0004876739845
587	0.0004876739845
588	0.0004876739845
589	0.0004876739845
590	0.0004876739845
591	0.0004876739845
592	0.0004876739845
593	0.0004876739845
594	0.0004876739845
595	0.0004876739845
596	0.0004876739845
597	0.0004876739845
598	0.0004876739845
599	0.0004876739845
600	0.0004876739845
601	0.0004876739845
602	0.0004876739845
603	0.0004876739845
604	0.0004876739845
605	0.0004876739845
606	0.0004876739845
607	0.0004876739845
608	0.0004876739845
609	0.0004876739845
610	0.0004876739845
611	0.0004876739845
612	0.0004876739845
613	0.0004876739845
614	0.0004876739845
615	0.0004876739845
616	0.0004876739845
617	0.0004876739845
618	0.0004876739845
619	0.0004876739845
620	0.0004876739845
621	0.0004876739845
622	0.0004876739845
623	0.0004876739845
624	0.0004876739845
625	0.0004876739845
626	0.0004876739845
627	0.0004876739845
628	0.0004876739845
629	0.0004876739845
630	0.0004876739845
631	0.0004876739845
632	0.0004876739845
633	0.0004876739845
634	0.0004876739845
635	0.0004876739845
636	0.0004876739845
637	0.0004876739845
638	0.0004876739845
639	0.0004876739845
640	0.0004876739845
641	0.0004876739845
642	0.0004876739845
643	0.0004876739845
644	0.0004876739845
645	0.0004876739845
646	0.0004876739845
647	0.0004876739845
648	0.0004876739845
649	0.0004876739845
650	0.0004876739845
651	0.0004876739845
652	0.0004876739845
653	0.0004876739845
654	0.0004876739845
655	0.0004876739845
656	0.0004876739845
657	0.0004876739845
658	0.0004876739845
659	0.0004876739845
660	0.0004876739845
661	0.0004876739845
662	0.0004876739845
663	0.0004876739845
664	0.0004876739845
665	0.0004876739845
666	0.0004876739845
667	0.0004876739845
668	0.0004876739845
669	0.0004876739845
670	0.0004876739845
671	0.0004876739845
672	0.0004876739845
673	0.0004876739845
674	0.0004876739845
675	0.0004876739845
676	0.0004876739845
677	0.0004876739845
678	0.0004876739845
679	0.0004876739845
680	0.0004876739845
681	0.0004876739845
682	0.0004876739845
683	0.0004876739845
684	0.0004876739845
685	0.0004876739845
686	0.0004876739845
687	0.0004876739845
688	0.0004876739845
689	0.0004876739845
690	0.0004876739845
691	0.0004876739845
692	0.0004876739845
693	0.0004876739845
694	0.0004876739845
695	0.0004876739845
696	0.0004876739845
697	0.0004876739845
698	0.0004876739845
699	0.0004876739845
700	0.0004876739845
701	0.0004876739845
702	0.0004876739845
703	0.0004876739845
704	0.0004876739845
705	0.0004876739845
706	0.0004876739845
707	0.0004876739845
708	0.0004876739845
709	0.0004876739845
710	0.0004876739845
711	0.0004876739845
712	0.0004876739845
713	0.0004876739845
714	0.0004876739845
715	0.0004876739845
716	0.0004876739845
717	0.0004876739845
718	0.0004876739845
719	0.0004876739845
720	0.0004876739845
721	0.0004876739845
722	0.0004876739845
723	0.0004876739845
724	0.0004876739845
725	0.0004876739845
726	0.0004876739845
727	0.0004876739845
728	0.0004876739845
729	0.0004876739845
730	0.0004876739845
731	0.0004876739845
732	0.0004876739845
733	0.0004876739845
734	0.0004876739845
735	0.0004876739845
736	0.0004876739845
737	0.0004876739845
738	0.0004876739845
739	0.0004876739845
740	0.0004876739845
741	0.0004876739845
742	0.0004876739845
743	0.0004876739845
744	0.0004876739845
745	0.0004876739845
746	0.0004876739845
747	0.0004876739845
748	0.0004876739845
749	0.0004876739845
750	0.0004876739845
751	0.0004876739845
752	0.0004876739845
753	0.0004876739845
754	0.0004876739845
755	0.0004876739845
756	0.0004876739845
757	0.0004876739845
758	0.0004876739845
759	0.0004876739845
760	0.0004876739845
761	0.0004876739845
762	0.0004876739845
763	0.0004876739845
764	0.0004876739845
765	0.0004876739845
766	0.0004876739845
767	0.0004876739845
768	0.0004876739845
769	0.0004876739845
770	0.0004876739845
771	0.0004876739845
772	0.0004876739845
773	0.0004876739845
774	0.0004876739845
775	0.0004876739845
776	0.0004876739845
777	0.0004876739845
778	0.0004876739845
779	0.0004876739845
780	0.0004876739845
781	0.0004876739845
782	0.0004876739845
783	0.0004876739845
784	0.0004876739845
785	0.0004876739845
786	0.0004876739845
787	0.0004876739845
788	0.0004876739845
789	0.0004876739845
790	0.0004876739845
791	0.0004876739845
792	0.0004876739845
793	0.0004876739845
794	0.0004876739845
795	0.0004876739845
796	0.0004876739845
797	0.0004876739845
798	0.0004876739845
799	0.0004876739845
800	0.0004876739845
801	0.0004876739845
802	0.0004876739845
803	0.0004876739845
804	0.0004876739845
805	0.0004876739845
806	0.0004876739845
807	0.0004876739845
808	0.0004876739845
809	0.0004876739845
810	0.0004876739845
811	0.0004876739845
812	0.0004876739845
813	0.0004876739845
814	0.0004876739845
815	0.0004876739845
816	0.0004876739845
817	0.0004876739845
818	0.0004876739845
819	0.0004876739845
820	0.0004876739845
821	0.0004876739845
822	0.0004876739845
823	0.0004876739845
824	0.0004876739845
825	0.0004876739845
826	0.0004876739845
827	0.0004876739845
828	0.0004876739845
829	0.0004876739845
830	0.0004876739845
831	0.0004876739845
832	0.0004876739845
833	0.0004876739845
834	0.0004876739845
835	0.0004876739845
836	0.0004876739845
837	0.0004876739845
838	0.0004876739845
839	0.0004876739845
840	0.0004876739845
841	0.0004876739845
842	0.0004876739845
843	0.0004876739845
844	0.0004876739845
845	0.0004876739845
846	0.0004876739845
847	0.0004876739845
848	0.0004876739845
849	0.0004876739845
850	0.0004876739845
851	0.0004876739845
852	0.0004876739845
853	0.0004876739845
854	0.0004876739845
855	0.0004876739845
856	0.0004876739845
857	0.0004876739845
858	0.0004876739845
859	0.0004876739845
860	0.0004876739845
861	0.0004876739845
862	0.0004876739845
863	0.0004876739845
864	0.0004876739845
865	0.0004876739845
866	0.0004876739845
867	0.0004876739845
868	0.0004876739845
869	0.0004876739845
870	0.0004876739845
871	0.0004876739845
872	0.0004876739845
873	0.0004876739845
874	0.0004876739845
875	0.0004876739845
876	0.0004876739845
877	0.0004876739845
878	0.0004876739845
879	0.0004876739845
880	0.0004876739845
881	0.0004876739845
882	0.0004876739845
883	0.0004876739845
884	0.0004876739845
885	0.0004876739845
886	0.0004876739845
887	0.0004876739845
888	0.0004876739845
889	0.0004876739845
890	0.0004876739845
891	0.0004876739845
892	0.0004876739845
893	0.0004876739845
894	0.0004876739845
895	0.0004876739845
896	0.0004876739845
897	0.0004876739845
898	0.0004876739845
899	0.0004876739845
900	0.0004876739845
901	0.0004876739845
902	0.0004876739845
903	0.0004876739845
904	0.0004876739845
905	0.0004876739845
906	0.0004876739845
907	0.0004876739845
908	0.0004876739845
909	0.0004876739845
910	0.0004876739845
911	0.0004876739845
912	0.0004876739845
913	0.0004876739845
914	0.0004876739845
915	0.0004876739845
916	0.0004876739845
917	0.0004876739845
918	0.0004876739845
919	0.0004876739845
920	0.0004876739845
921	0.0004876739845
922	0.0004876739845
923	0.0004876739845
924	0.0004876739845
925	0.0004876739845
926	0.0004876739845
927	0.0004876739845
928	0.0004876739845
929	0.0004876739845
930	0.0004876739845
931	0.0004876739845
932	0.0004876739845
933	0.0004876739845
934	0.0004876739845
935	0.0004876739845
936	0.0004876739845
937	0.0004876739845
938	0.0004876739845
939	0.0004876739845
940	0.0004876739845
941	0.0004876739845
942	0.0004876739845
943	0.0004876739845
944	0.0004876739845
945	0.0004876739845
946	0.0004876739845
947	0.0004876739845
948	0.0004876739845
949	0.0004876739845
950	0.0004876739845
951	0.0004876739845
952	0.0004876739845
953	0.0004876739845
954	0.0004876739845
955	0.0004876739845
956	0.0004876739845
957	0.0004876739845
958	0.0004876739845
959	0.0004876739845
960	0.0004876739845
961	0.0004876739845
962	0.0004876739845
963	0.0004876739845
964	0.0004876739845
965	0.0004876739845
966	0.0004876739845
967	0.0004876739845
968	0.0004876739845
969	0.0004876739845
970	0.0004876739845
971	0.0004876739845
972	0.0004876739845
973	0.0004876739845
974	0.0004876739845
975	0.0004876739845
976	0.0004876739845
977	0.0004876739845
978	0.0004876739845
979	0.0004876739845
980	0.0004876739845
981	0.0004876739845
982	0.0004876739845
983	0.0004876739845
984	0.0004876739845
985	0.0004876739845
986	0.0004876739845
987	0.0004876739845
988	0.0004876739845
989	0.0004876739845
990	0.0004876739845
991	0.0004876739845
992	0.0004876739845
993	0.0004876739845
994	0.0004876739845
995	0.0004876739845
996	0.0004876739845
997	0.0004876739845
998	0.0004876739845
999	0.0004876739845
